,hoursown,hourslease,totalhours
1010,36590.17,0,36590.17
1011,2643.48,0,2643.48
1012,2407.46,0,2407.46
1013,47.2,0,47.2
1014,783.6,0,783.6
1015,1661.62,0,1661.62
1016,8383.61,0,8383.61
1017,15926.97,0,15926.97
1018,6662.2,0,6662.2
1019,2095.9,0,2095.9
1020,2102.2,0,2102.2
1021,10860.3,0,10860.3
1022,5195.7,0,5195.7
1023,6841.58,0,6841.58
1024,5201.99,0,5201.99
1025,4890.44,0,4890.44
1026,1863.02,0,1863.02
1027,50779.99,0,50779.99
1028,2294.16,0,2294.16
1029,1620.7,0,1620.7
1030,47.2,0,47.2
1031,887.45,0,887.45
1032,1863.02,0,1863.02
1033,9337.15,0,9337.15
1034,16049.7,0,16049.7
1035,3889.69,0,3889.69
1036,1334.33,0,1334.33
1037,1759.17,0,1759.17
1038,6983.19,0,6983.19
1039,4314.54,0,4314.54
1040,6080.0,0,6080.0
1041,2001.49,0,2001.49
1042,2161.99,0,2161.99
1043,31.47,0,31.47
1044,37622.38,0,37622.38
1045,2580.54,0,2580.54
1046,1340.62,0,1340.62
1047,47.2,0,47.2
1048,324.14,0,324.14
1049,2161.99,0,2161.99
1050,5094.99,0,5094.99
1051,11549.49,0,11549.49
1052,5249.2,0,5249.2
1053,1941.7,0,1941.7
1054,2092.76,0,2092.76
1055,9283.65,0,9283.65
1056,2995.94,0,2995.94
1057,6388.41,0,6388.41
1058,1800.08,0,1800.08
1059,31.47,0,31.47
1060,32049.05,0,32049.05
1061,1649.03,0,1649.03
1062,1557.76,0,1557.76
1063,47.2,0,47.2
1064,934.66,0,934.66
1065,2640.33,0,2640.33
1066,6284.56,0,6284.56
1067,13113.55,0,13113.55
1068,3927.46,0,3927.46
1069,1123.48,0,1123.48
1070,2479.84,0,2479.84
1071,7530.77,0,7530.77
1072,3405.05,0,3405.05
1073,6810.11,0,6810.11
1074,2826.01,0,2826.01
1075,2180.87,0,2180.87
1076,173.08,0,173.08
1077,36039.44,0,36039.44
1078,2281.57,0,2281.57
1079,1403.56,0,1403.56
1080,47.2,0,47.2
1081,1309.15,0,1309.15
1082,2184.02,0,2184.02
1083,4235.86,0,4235.86
1084,11461.37,0,11461.37
1085,4279.92,0,4279.92
1086,1409.86,0,1409.86
1087,1998.34,0,1998.34
1088,7688.12,0,7688.12
1089,4122.57,0,4122.57
1090,5614.25,0,5614.25
1091,2763.07,0,2763.07
1092,31.47,322,353.47
1093,31680.85,322,32002.85
1094,2086.46,102,2188.46
1095,1463.36,0,1463.36
1096,47.2,0,47.2
1097,997.6,48,1045.6
1098,2583.69,0,2583.69
1099,8877.69,170,9047.69
1100,16055.99,320,16375.99
1101,7807.71,0,7807.71
1102,62.94,0,62.94
1103,78.68,0,78.68
1104,7949.32,0,7949.32
1105,3181.62,0,3181.62
1106,6086.3,0,6086.3
1107,2621.45,0,2621.45
1108,4453.0,0,4453.0
1109,31.47,0,31.47
1110,40379.16,320,40699.16
1111,3634.78,0,3634.78
1112,2816.56,0,2816.56
1113,47.2,0,47.2
1114,1368.94,0,1368.94
1115,2835.45,0,2835.45
1116,9094.83,0,9094.83
1117,19797.78,0,19797.78
1118,5680.34,84,5764.34
1119,893.75,0,893.75
1120,1869.32,210,2079.3199999999997
1121,8443.4,294,8737.4
1122,4323.98,0,4323.98
1123,6838.43,0,6838.43
1124,2955.03,0,2955.03
1125,4301.95,0,4301.95
1126,2602.57,0,2602.57
1127,49263.14,294,49557.14
1128,1888.2,0,1888.2
1129,2039.26,0,2039.26
1130,47.2,0,47.2
1131,1450.77,0,1450.77
1132,1696.23,0,1696.23
1133,5777.89,0,5777.89
1134,12899.55,0,12899.55
1135,3323.23,0,3323.23
1136,2353.96,0,2353.96
1137,1123.48,0,1123.48
1138,6800.67,0,6800.67
1139,3294.91,0,3294.91
1140,5966.71,0,5966.71
1141,1907.08,0,1907.08
1142,3074.62,0,3074.62
1143,31.47,0,31.47
1144,33975.01,0,33975.01
1145,3263.44,0,3263.44
1146,2445.22,0,2445.22
1147,47.2,0,47.2
1148,903.19,0,903.19
1149,1548.32,0,1548.32
1150,9135.74,0,9135.74
1151,17343.12,0,17343.12
1152,4525.39,0,4525.39
1153,2121.08,0,2121.08
1154,1630.15,0,1630.15
1155,8276.61,0,8276.61
1156,3996.69,0,3996.69
1157,6051.68,0,6051.68
1158,1592.38,0,1592.38
1159,5094.99,0,5094.99
1160,31.47,996,1027.47
1161,42386.94,996,43382.94
1162,2627.74,0,2627.74
1163,2158.84,0,2158.84
1164,47.2,0,47.2
1165,2032.96,32,2064.96
1166,2728.45,0,2728.45
1167,8028.0,0,8028.0
1168,17623.2,32,17655.2
1169,3958.93,0,3958.93
1170,1992.05,0,1992.05
1171,1463.36,0,1463.36
1172,7414.33,0,7414.33
1173,4453.0,0,4453.0
1174,6152.38,0,6152.38
1175,2778.8,0,2778.8
1176,9255.33,0,9255.33
1177,31.47,0,31.47
1178,47708.52,32,47740.52
1179,3688.28,0,3688.28
1180,3052.59,0,3052.59
1181,47.2,0,47.2
1182,1765.47,0,1765.47
1183,2690.68,104,2794.68
1184,10234.04,326,10560.04
1185,21478.28,430,21908.28
1186,4471.89,0,4471.89
1187,2102.2,0,2102.2
1188,1595.53,0,1595.53
1189,8169.61,0,8169.61
1190,4418.39,0,4418.39
1191,9790.32,434,10224.32
1192,3398.76,0,3398.76
1193,1604.97,494,2098.9700000000003
1194,48860.32,1358,50218.32
1195,3716.61,0,3716.61
1196,2489.28,0,2489.28
1197,47.2,0,47.2
1198,1759.17,0,1759.17
1199,1598.68,0,1598.68
1200,9425.26,0,9425.26
1201,19036.2,0,19036.2
1202,5614.25,0,5614.25
1203,1356.36,0,1356.36
1204,2630.89,0,2630.89
1205,9601.5,0,9601.5
1206,4172.92,0,4172.92
1207,6511.14,0,6511.14
1208,2268.99,0,2268.99
1209,2039.26,0,2039.26
1210,43630.01,0,43630.01
1211,3449.11,0,3449.11
1212,2457.81,0,2457.81
1213,47.2,0,47.2
1214,1746.58,0,1746.58
1215,1992.05,0,1992.05
1216,10010.61,0,10010.61
1217,19703.37,0,19703.37
1218,8393.05,0,8393.05
1219,62.94,0,62.94
1220,2171.43,0,2171.43
1221,10627.42,0,10627.42
1222,5003.73,0,5003.73
1223,7836.03,0,7836.03
1224,3958.93,0,3958.93
1225,3949.48,0,3949.48
1226,2058.14,0,2058.14
1227,53137.1,0,53137.1
1228,3678.84,0,3678.84
1229,2127.37,0,2127.37
1230,47.2,0,47.2
1231,1724.56,0,1724.56
1232,1988.9,0,1988.9
1233,9198.68,0,9198.68
1234,18765.56,0,18765.56
1235,5623.69,0,5623.69
1236,2152.55,0,2152.55
1237,1929.11,0,1929.11
1238,9705.35,0,9705.35
1239,4040.75,0,4040.75
1240,7845.47,0,7845.47
1241,3568.7,0,3568.7
1242,31.47,0,31.47
1243,44737.75,0,44737.75
1244,4711.06,58,4769.06
1245,2986.5,0,2986.5
1246,47.2,0,47.2
1247,3848.78,0,3848.78
1248,4906.17,0,4906.17
1249,13330.69,0,13330.69
1250,29830.41,58,29888.41
1251,6029.65,0,6029.65
1252,2149.4,0,2149.4
1253,3515.2,0,3515.2
1254,11694.25,0,11694.25
1255,5636.28,0,5636.28
1256,9271.06,0,9271.06
1257,4824.35,0,4824.35
1258,4443.56,0,4443.56
1259,3779.55,0,3779.55
1260,69479.47,58,69537.47
1261,4361.74,0,4361.74
1262,2788.24,0,2788.24
1263,47.2,0,47.2
1264,2511.31,0,2511.31
1265,4969.11,0,4969.11
1266,12219.8,0,12219.8
1267,26897.41,0,26897.41
1268,7600.0,0,7600.0
1269,2530.19,0,2530.19
1270,3112.38,0,3112.38
1271,13242.58,0,13242.58
1272,6045.39,0,6045.39
1273,8559.84,0,8559.84
1274,4229.57,0,4229.57
1275,2684.39,504,3188.39
1276,61659.17,504,62163.17
1277,4047.04,0,4047.04
1278,2467.25,0,2467.25
1279,47.2,0,47.2
1280,1671.06,0,1671.06
1281,2848.04,0,2848.04
1282,6844.72,0,6844.72
1283,17925.31,0,17925.31
1284,5573.34,0,5573.34
1285,3310.64,0,3310.64
1286,2256.4,290,2546.4
1287,11140.38,290,11430.38
1288,4553.71,0,4553.71
1289,5985.59,0,5985.59
1290,3181.62,0,3181.62
1291,4327.12,0,4327.12
1292,2215.49,0,2215.49
1293,49329.22,290,49619.22
1294,3971.51,80,4051.51
1295,2929.86,0,2929.86
1296,47.2,0,47.2
1297,2438.93,0,2438.93
1298,4745.68,0,4745.68
1299,13299.22,0,13299.22
1300,27432.4,80,27512.4
1301,6253.09,0,6253.09
1302,2331.93,0,2331.93
1303,3801.58,0,3801.58
1304,12386.59,0,12386.59
1305,5866.01,0,5866.01
1306,9673.88,0,9673.88
1307,4251.6,0,4251.6
1308,5488.37,0,5488.37
1309,2700.13,232,2932.13
1310,67798.97,312,68110.97
1311,3376.73,0,3376.73
1312,3895.99,0,3895.99
1313,47.2,0,47.2
1314,2256.4,0,2256.4
1315,2199.75,0,2199.75
1316,14023.03,454,14477.03
1317,25799.11,454,26253.11
1318,6130.36,0,6130.36
1319,2778.8,0,2778.8
1320,2926.71,0,2926.71
1321,11835.87,0,11835.87
1322,4604.06,0,4604.06
1323,8937.48,296,9233.48
1324,3999.84,84,4083.84
1325,6344.35,194,6538.35
1326,2929.86,0,2929.86
1327,64450.56,1028,65478.56
1328,4720.5,0,4720.5
1329,2139.96,0,2139.96
1330,47.2,0,47.2
1331,2010.93,0,2010.93
1332,4122.57,0,4122.57
1333,13091.52,0,13091.52
1334,26132.69,0,26132.69
1335,6976.9,0,6976.9
1336,2709.57,0,2709.57
1337,2605.72,0,2605.72
1338,12292.18,0,12292.18
1339,7118.51,0,7118.51
1340,10614.83,0,10614.83
1341,4374.33,0,4374.33
1342,6385.26,0,6385.26
1343,4368.04,0,4368.04
1344,71285.84,0,71285.84
1345,2841.74,0,2841.74
1346,2542.78,0,2542.78
1347,47.2,0,47.2
1348,2032.96,0,2032.96
1349,4169.77,0,4169.77
1350,9979.14,0,9979.14
1351,21613.6,0,21613.6
1352,5154.79,0,5154.79
1353,3449.11,0,3449.11
1354,2366.54,0,2366.54
1355,10970.44,0,10970.44
1356,5560.75,0,5560.75
1357,10334.75,0,10334.75
1358,6083.15,0,6083.15
1359,2073.87,0,2073.87
1360,56636.56,0,56636.56
1361,2004.64,0,2004.64
1362,3231.97,0,3231.97
1363,47.2,0,47.2
1364,3099.8,0,3099.8
1365,3345.26,0,3345.26
1366,14951.4,0,14951.4
1367,26680.27,0,26680.27
1368,6445.06,0,6445.06
1369,3354.7,0,3354.7
1370,2206.05,0,2206.05
1371,12005.8,0,12005.8
1372,6017.06,0,6017.06
1373,6111.47,0,6111.47
1374,3238.26,0,3238.26
1375,2416.9,0,2416.9
1376,56469.77,0,56469.77
1377,4459.3,0,4459.3
1378,2807.12,0,2807.12
1379,47.2,0,47.2
1380,2892.09,0,2892.09
1381,5560.75,0,5560.75
1382,11297.73,0,11297.73
1383,27064.2,0,27064.2
1384,8575.58,0,8575.58
1385,2741.04,0,2741.04
1386,1916.52,0,1916.52
1387,13233.14,0,13233.14
1388,4031.31,0,4031.31
1389,9035.04,0,9035.04
1390,3710.31,0,3710.31
1391,2045.55,0,2045.55
1392,59119.54,0,59119.54
1393,4393.21,0,4393.21
1394,2250.1,0,2250.1
1395,47.2,0,47.2
1396,3165.88,0,3165.88
1397,3508.9,0,3508.9
1398,13909.74,0,13909.74
1399,27275.05,0,27275.05
1400,8216.82,0,8216.82
1401,3867.66,0,3867.66
1402,2800.83,0,2800.83
1403,14885.31,0,14885.31
1404,5415.99,0,5415.99
1405,9321.41,0,9321.41
1406,4443.56,0,4443.56
1407,5689.78,0,5689.78
1408,2599.42,0,2599.42
1409,69630.52,0,69630.52
1410,4506.5,0,4506.5
1411,3008.53,0,3008.53
1412,47.2,0,47.2
1413,3150.15,0,3150.15
1414,4553.71,0,4553.71
1415,18394.22,0,18394.22
1416,33660.31,0,33660.31
1417,5327.87,0,5327.87
1418,2281.57,0,2281.57
1419,3398.76,0,3398.76
1420,11008.21,0,11008.21
1421,5359.34,0,5359.34
1422,11776.07,0,11776.07
1423,4701.62,0,4701.62
1424,2092.76,0,2092.76
1425,68598.31,0,68598.31
1426,3027.41,0,3027.41
1427,2552.22,0,2552.22
1428,47.2,0,47.2
1429,1900.79,0,1900.79
1430,4877.85,0,4877.85
1431,10086.14,562,10648.14
1432,22491.61,562,23053.61
1433,6290.85,0,6290.85
1434,2851.18,0,2851.18
1435,2571.1,0,2571.1
1436,11713.13,0,11713.13
1437,4412.09,0,4412.09
1438,8890.28,0,8890.28
1439,3782.69,0,3782.69
1440,4251.6,0,4251.6
1441,2344.52,0,2344.52
1442,57885.92,562,58447.92
1443,3216.23,50,3266.23
1444,1963.73,0,1963.73
1445,47.2,0,47.2
1446,2404.31,0,2404.31
1447,3861.37,0,3861.37
1448,11008.21,550,11558.21
1449,22501.05,600,23101.05
1450,7650.36,0,7650.36
1451,1356.36,0,1356.36
1452,3235.12,0,3235.12
1453,12241.83,0,12241.83
1454,5504.1,0,5504.1
1455,9387.5,0,9387.5
1456,3087.21,42,3129.21
1457,3244.56,0,3244.56
1458,1891.35,252,2143.35
1459,57857.6,894,58751.6
1460,3187.91,0,3187.91
1461,2552.22,0,2552.22
1462,47.2,0,47.2
1463,2520.75,0,2520.75
1464,3955.78,0,3955.78
1465,8251.43,0,8251.43
1466,20515.29,0,20515.29
1467,5286.96,0,5286.96
1468,1293.42,0,1293.42
1469,2734.74,0,2734.74
1470,9315.12,0,9315.12
1471,4462.45,0,4462.45
1472,6164.97,0,6164.97
1473,2668.66,0,2668.66
1474,4336.57,0,4336.57
1475,31.47,0,31.47
1476,47494.52,0,47494.52
1477,3298.06,0,3298.06
1478,2278.43,0,2278.43
1479,47.2,0,47.2
1480,1841.0,0,1841.0
1481,2124.22,0,2124.22
1482,9302.53,0,9302.53
1483,18891.44,0,18891.44
1484,6334.91,0,6334.91
1485,1510.56,0,1510.56
1486,1957.43,0,1957.43
1487,9802.91,0,9802.91
1488,3398.76,0,3398.76
1489,7892.68,0,7892.68
1490,2951.89,0,2951.89
1491,2429.48,0,2429.48
1492,1413.0,0,1413.0
1493,46780.16,0,46780.16
1494,3524.64,0,3524.64
1495,1645.88,0,1645.88
1496,47.2,0,47.2
1497,1787.5,0,1787.5
1498,2892.09,0,2892.09
1499,11744.6,246,11990.6
1500,21641.92,246,21887.92
1501,6284.56,0,6284.56
1502,3556.11,0,3556.11
1503,2835.45,0,2835.45
1504,12676.12,0,12676.12
1505,5516.69,0,5516.69
1506,10290.69,0,10290.69
1507,3990.4,0,3990.4
1508,5066.67,0,5066.67
1509,1724.56,0,1724.56
1510,60907.04,246,61153.04
1511,3814.16,0,3814.16
1512,3335.82,0,3335.82
1513,47.2,0,47.2
1514,1535.74,0,1535.74
1515,3137.56,0,3137.56
1516,9872.14,0,9872.14
1517,21742.62,0,21742.62
1518,5771.6,0,5771.6
1519,2014.08,0,2014.08
1520,2438.93,0,2438.93
1521,10224.6,0,10224.6
1522,5714.95,0,5714.95
1523,7958.76,0,7958.76
1524,3313.79,0,3313.79
1525,4157.19,0,4157.19
1526,2684.39,0,2684.39
1527,55796.31,0,55796.31
1528,3704.02,0,3704.02
1529,3748.08,0,3748.08
1530,47.2,0,47.2
1531,2646.63,0,2646.63
1532,6042.24,0,6042.24
1533,13484.9,0,13484.9
1534,29673.06,0,29673.06
1535,9123.15,0,9123.15
1536,2955.03,0,2955.03
1537,3175.32,0,3175.32
1538,15253.51,0,15253.51
1539,6042.24,0,6042.24
1540,10306.42,0,10306.42
1541,4286.21,0,4286.21
1542,4078.51,0,4078.51
1543,2080.17,190,2270.17
1544,71720.13,190,71910.13
1545,3209.94,622,3831.94
1546,2637.19,0,2637.19
1547,47.2,0,47.2
1548,1236.77,116,1352.77
1549,3109.24,110,3219.24
1550,8644.81,1042,9686.81
1551,18885.15,1890,20775.15
1552,3829.9,248,4077.9
1553,1689.94,0,1689.94
1554,1976.32,298,2274.3199999999997
1555,7496.15,546,8042.15
1556,4399.51,0,4399.51
1557,4874.7,226,5100.7
1558,2678.1,0,2678.1
1559,2051.84,326,2377.84
1560,40385.45,2988,43373.45
1561,3194.2,0,3194.2
1562,2297.31,0,2297.31
1563,47.2,0,47.2
1564,1768.61,0,1768.61
1565,1875.61,0,1875.61
1566,9834.38,0,9834.38
1567,19017.32,0,19017.32
1568,4884.14,0,4884.14
1569,1730.85,0,1730.85
1570,1579.79,0,1579.79
1571,8194.79,0,8194.79
1572,6445.06,0,6445.06
1573,6882.49,0,6882.49
1574,2492.42,0,2492.42
1575,31.47,0,31.47
1576,43504.13,0,43504.13
1577,3927.46,0,3927.46
1578,2448.37,0,2448.37
1579,47.2,0,47.2
1580,2045.55,0,2045.55
1581,4386.92,0,4386.92
1582,13456.57,0,13456.57
1583,26312.07,0,26312.07
1584,7600.0,0,7600.0
1585,2243.81,0,2243.81
1586,3760.66,0,3760.66
1587,13604.48,0,13604.48
1588,5491.52,0,5491.52
1589,10797.36,0,10797.36
1590,1863.02,0,1863.02
1591,31.47,0,31.47
1592,58099.91,0,58099.91
1593,3905.43,0,3905.43
1594,3502.61,0,3502.61
1595,47.2,0,47.2
1596,3430.23,0,3430.23
1597,6249.94,0,6249.94
1598,15552.47,0,15552.47
1599,32687.89,0,32687.89
1600,6816.4,0,6816.4
1601,2605.72,0,2605.72
1602,2605.72,0,2605.72
1603,12027.83,0,12027.83
1604,6171.27,0,6171.27
1605,9768.29,0,9768.29
1606,5444.31,0,5444.31
1607,2331.93,0,2331.93
1608,68431.52,0,68431.52
1609,5400.25,0,5400.25
1610,5047.79,0,5047.79
1611,47.2,0,47.2
1612,3244.56,0,3244.56
1613,5623.69,0,5623.69
1614,19363.49,0,19363.49
1615,38726.98,0,38726.98
1616,10328.45,0,10328.45
1617,2454.66,0,2454.66
1618,3392.47,0,3392.47
1619,16175.58,0,16175.58
1620,7612.59,16,7628.59
1621,13613.92,0,13613.92
1622,4811.76,0,4811.76
1623,4160.33,64,4224.33
1624,85101.17,80,85181.17
1625,4050.19,0,4050.19
1626,2168.28,0,2168.28
1627,47.2,0,47.2
1628,1636.44,0,1636.44
1629,3647.37,0,3647.37
1630,9563.73,0,9563.73
1631,21113.22,0,21113.22
1632,4556.86,0,4556.86
1633,2146.25,0,2146.25
1634,1431.88,0,1431.88
1635,8135.0,0,8135.0
1636,3751.22,0,3751.22
1637,8050.03,0,8050.03
1638,2892.09,0,2892.09
1639,2020.37,0,2020.37
1640,45961.94,0,45961.94
1641,2873.21,0,2873.21
1642,1979.46,0,1979.46
1643,47.2,0,47.2
1644,1255.65,0,1255.65
1645,3659.96,0,3659.96
1646,8896.57,0,8896.57
1647,18712.06,0,18712.06
1648,4091.1,0,4091.1
1649,1878.76,0,1878.76
1650,2542.78,0,2542.78
1651,8512.64,0,8512.64
1652,5189.4,0,5189.4
1653,6212.18,0,6212.18
1654,3886.54,0,3886.54
1655,3279.17,0,3279.17
1656,45792.0,0,45792.0
1657,3927.46,0,3927.46
1658,1815.82,0,1815.82
1659,47.2,0,47.2
1660,1582.94,0,1582.94
1661,1774.91,0,1774.91
1662,8978.39,0,8978.39
1663,18126.72,0,18126.72
1664,4704.77,0,4704.77
1665,1617.56,0,1617.56
1666,2231.22,0,2231.22
1667,8553.55,0,8553.55
1668,3436.52,0,3436.52
1669,6508.0,0,6508.0
1670,3367.29,0,3367.29
1671,1746.58,0,1746.58
1672,41738.66,0,41738.66
1673,2766.21,0,2766.21
1674,5217.73,0,5217.73
1675,47.2,0,47.2
1676,2977.06,0,2977.06
1677,8789.57,0,8789.57
1678,16956.04,0,16956.04
1679,36753.81,0,36753.81
1680,7065.02,0,7065.02
1681,1957.43,0,1957.43
1682,2586.83,0,2586.83
1683,11609.28,0,11609.28
1684,7115.37,0,7115.37
1685,13796.45,0,13796.45
1686,5475.78,0,5475.78
1687,2659.22,0,2659.22
1688,77409.91,0,77409.91
1689,2888.95,0,2888.95
1690,3364.14,254,3618.14
1691,47.2,0,47.2
1692,2344.52,140,2484.52
1693,4515.94,0,4515.94
1694,16572.1,1046,17618.1
1695,29732.86,1440,31172.86
1696,9296.24,0,9296.24
1697,2350.81,0,2350.81
1698,2967.62,0,2967.62
1699,14614.67,0,14614.67
1700,4084.81,0,4084.81
1701,11810.69,672,12482.69
1702,3798.43,76,3874.43
1703,2967.62,0,2967.62
1704,67009.07,2188,69197.07
1705,2121.08,0,2121.08
1706,1290.27,0,1290.27
1707,47.2,0,47.2
1708,1667.91,0,1667.91
1709,2313.04,0,2313.04
1710,7024.1,0,7024.1
1711,14463.61,0,14463.61
1712,3798.43,0,3798.43
1713,1334.33,0,1334.33
1714,1825.26,0,1825.26
1715,6958.02,0,6958.02
1716,3008.53,0,3008.53
1717,4613.5,0,4613.5
1718,2910.98,0,2910.98
1719,6942.28,0,6942.28
1720,31.47,0,31.47
1721,38928.39,0,38928.39
1722,2907.83,120,3027.83
1723,3017.97,0,3017.97
1724,47.2,0,47.2
1725,1925.96,0,1925.96
1726,1841.0,0,1841.0
1727,9865.84,0,9865.84
1728,19605.81,120,19725.81
1729,4267.33,0,4267.33
1730,1082.57,0,1082.57
1731,654.58,0,654.58
1732,6004.48,0,6004.48
1733,3732.34,0,3732.34
1734,11118.35,166,11284.35
1735,2627.74,0,2627.74
1736,3502.61,0,3502.61
1737,2709.57,0,2709.57
1738,49300.9,286,49586.9
1739,2986.5,0,2986.5
1740,2571.1,0,2571.1
1741,47.2,0,47.2
1742,2608.86,242,2850.86
1743,2212.34,176,2388.34
1744,8254.58,754,9008.58
1745,18680.59,1172,19852.59
1746,3993.54,0,3993.54
1747,1217.89,0,1217.89
1748,1951.14,0,1951.14
1749,7162.57,0,7162.57
1750,3870.81,0,3870.81
1751,7826.59,238,8064.59
1752,2542.78,0,2542.78
1753,6360.09,0,6360.09
1754,2026.67,0,2026.67
1755,48470.09,1410,49880.09
1756,2309.9,0,2309.9
1757,761.57,0,761.57
1758,47.2,0,47.2
1759,2180.87,0,2180.87
1760,2039.26,0,2039.26
1761,5268.08,0,5268.08
1762,12606.88,0,12606.88
1763,4836.94,0,4836.94
1764,1564.06,0,1564.06
1765,1148.66,0,1148.66
1766,7549.65,0,7549.65
1767,3512.05,0,3512.05
1768,4002.98,0,4002.98
1769,2322.49,0,2322.49
1770,5777.89,0,5777.89
1771,1929.11,0,1929.11
1772,37701.06,0,37701.06
1773,2001.49,0,2001.49
1774,2067.58,0,2067.58
1775,47.2,0,47.2
1776,1265.09,80,1345.09
1777,1227.33,86,1313.33
1778,7266.42,0,7266.42
1779,13875.12,166,14041.12
1780,3408.2,0,3408.2
1781,1132.92,0,1132.92
1782,1246.21,0,1246.21
1783,5787.33,0,5787.33
1784,1693.09,0,1693.09
1785,6910.81,430,7340.81
1786,2703.27,180,2883.27
1787,717.52,98,815.52
1788,31.47,248,279.47
1789,31718.61,1122,32840.61
1790,3216.23,0,3216.23
1791,2331.93,0,2331.93
1792,47.2,0,47.2
1793,1164.39,0,1164.39
1794,2042.4,0,2042.4
1795,8308.08,0,8308.08
1796,17110.24,0,17110.24
1797,2895.24,0,2895.24
1798,1649.03,0,1649.03
1799,1485.38,0,1485.38
1800,6029.65,0,6029.65
1801,3628.49,0,3628.49
1802,6637.02,0,6637.02
1803,2010.93,0,2010.93
1804,1551.47,0,1551.47
1805,37298.24,0,37298.24
1806,2555.36,0,2555.36
1807,2017.23,0,2017.23
1808,47.2,0,47.2
1809,1542.03,0,1542.03
1810,3958.93,0,3958.93
1811,8348.99,248,8596.99
1812,18469.74,248,18717.74
1813,4251.6,0,4251.6
1814,1737.14,0,1737.14
1815,1586.09,0,1586.09
1816,7574.83,0,7574.83
1817,4289.36,0,4289.36
1818,6548.91,0,6548.91
1819,3140.71,0,3140.71
1820,2838.59,0,2838.59
1821,1828.41,0,1828.41
1822,44690.55,248,44938.55
1823,3603.32,0,3603.32
1824,2256.4,0,2256.4
1825,47.2,0,47.2
1826,1847.29,0,1847.29
1827,2193.46,0,2193.46
1828,8685.72,0,8685.72
1829,18633.39,0,18633.39
1830,3282.32,0,3282.32
1831,1639.59,0,1639.59
1832,1658.47,0,1658.47
1833,6580.38,0,6580.38
1834,4242.16,0,4242.16
1835,6057.98,0,6057.98
1836,3254.0,0,3254.0
1837,31.47,0,31.47
1838,38799.36,0,38799.36
1839,2810.27,0,2810.27
1840,2920.42,0,2920.42
1841,47.2,0,47.2
1842,676.6,0,676.6
1843,1771.76,0,1771.76
1844,9632.97,0,9632.97
1845,17859.22,0,17859.22
1846,5349.9,0,5349.9
1847,2026.67,0,2026.67
1848,2020.37,0,2020.37
1849,9396.94,0,9396.94
1850,4405.8,0,4405.8
1851,7587.42,0,7587.42
1852,4981.7,0,4981.7
1853,4541.12,0,4541.12
1854,1809.52,0,1809.52
1855,50581.73,0,50581.73
1856,2769.36,0,2769.36
1857,1973.17,0,1973.17
1858,47.2,0,47.2
1859,1390.97,0,1390.97
1860,2536.48,0,2536.48
1861,10023.2,0,10023.2
1862,18740.38,0,18740.38
1863,3637.93,0,3637.93
1864,1686.79,0,1686.79
1865,1686.79,0,1686.79
1866,7011.52,0,7011.52
1867,3833.05,0,3833.05
1868,6806.96,0,6806.96
1869,2262.69,0,2262.69
1870,2523.89,0,2523.89
1871,31.47,0,31.47
1872,41209.96,0,41209.96
1873,2904.68,0,2904.68
1874,1652.18,0,1652.18
1875,47.2,0,47.2
1876,623.11,0,623.11
1877,2464.1,0,2464.1
1878,5683.48,0,5683.48
1879,13374.75,0,13374.75
1880,5302.7,0,5302.7
1881,1762.32,0,1762.32
1882,1976.32,0,1976.32
1883,9041.33,0,9041.33
1884,2939.3,0,2939.3
1885,7376.57,0,7376.57
1886,1960.58,0,1960.58
1887,31.47,0,31.47
1888,34724.0,0,34724.0
1889,2149.4,0,2149.4
1890,1746.58,0,1746.58
1891,47.2,0,47.2
1892,1362.65,0,1362.65
1893,2992.8,0,2992.8
1894,7993.38,0,7993.38
1895,16292.02,0,16292.02
1896,4251.6,0,4251.6
1897,1199.01,0,1199.01
1898,2331.93,0,2331.93
1899,7782.53,0,7782.53
1900,4317.68,0,4317.68
1901,8018.56,0,8018.56
1902,2517.6,0,2517.6
1903,2366.54,0,2366.54
1904,236.02,0,236.02
1905,41530.96,0,41530.96
1906,2401.16,0,2401.16
1907,1680.5,0,1680.5
1908,47.2,0,47.2
1909,1403.56,0,1403.56
1910,2420.04,0,2420.04
1911,4453.0,0,4453.0
1912,12405.47,0,12405.47
1913,4475.03,0,4475.03
1914,1246.21,0,1246.21
1915,1960.58,0,1960.58
1916,7681.83,0,7681.83
1917,4229.57,0,4229.57
1918,6325.47,0,6325.47
1919,2844.89,0,2844.89
1920,31.47,250,281.47
1921,33518.7,250,33768.7
1922,2139.96,128,2267.96
1923,2111.64,0,2111.64
1924,47.2,0,47.2
1925,1592.38,74,1666.38
1926,2734.74,0,2734.74
1927,9252.18,232,9484.18
1928,17878.11,434,18312.11
1929,7178.31,0,7178.31
1930,62.94,0,62.94
1931,78.68,0,78.68
1932,7319.92,0,7319.92
1933,2977.06,0,2977.06
1934,6457.64,0,6457.64
1935,2545.92,0,2545.92
1936,4881.0,0,4881.0
1937,31.47,0,31.47
1938,42091.12,434,42525.12
1939,3524.64,0,3524.64
1940,2586.83,0,2586.83
1941,47.2,0,47.2
1942,1438.18,0,1438.18
1943,3231.97,0,3231.97
1944,9925.64,0,9925.64
1945,20754.46,0,20754.46
1946,5242.9,96,5338.9
1947,802.48,0,802.48
1948,1601.82,82,1683.82
1949,7647.21,178,7825.21
1950,3480.58,0,3480.58
1951,7430.07,0,7430.07
1952,2885.8,0,2885.8
