,city
1565,Lyon
1566,Bordeaux
1567,Bordeaux
1568,Bordeaux
1569,Bordeaux
1570,Bordeaux
1571,Bordeaux
1572,Bordeaux
1573,Bordeaux
1574,Bordeaux
1575,Bordeaux
1576,Bordeaux
1577,Bordeaux
1578,Bordeaux
1579,Bordeaux
1580,Bordeaux
1581,Bordeaux
1582,Bordeaux
1583,Nantes
1584,Nantes
1585,Nantes
1586,Nantes
1587,Nantes
1588,Nantes
1589,Nantes
1590,Nantes
1591,Nantes
1592,Nantes
1593,Nantes
1594,Nantes
1595,Nantes
1596,Nantes
1597,Nantes
1598,Nantes
1599,Nantes
1600,Brussels (I)
1601,Brussels (I)
1602,Brussels (I)
1603,Brussels (I)
1604,Brussels (I)
1605,Brussels (I)
1606,Brussels (I)
1607,Brussels (I)
1608,Brussels (I)
1609,Brussels (I)
1610,Brussels (I)
1611,Brussels (I)
1612,Brussels (I)
1613,Brussels (I)
1614,Brussels (I)
1615,Brussels (I)
1616,Brussels (I)
1617,Brussels (II)
1618,Brussels (II)
1619,Brussels (II)
1620,Brussels (II)
1621,Brussels (II)
1622,Brussels (II)
1623,Brussels (II)
1624,Brussels (II)
1625,Brussels (II)
1626,Brussels (II)
1627,Brussels (II)
1628,Brussels (II)
1629,Brussels (II)
1630,Brussels (II)
1631,Brussels (II)
1632,Brussels (II)
1633,Brussels (II)
1634,Antwerp
1635,Antwerp
1636,Antwerp
1637,Antwerp
1638,Antwerp
1639,Antwerp
1640,Antwerp
1641,Antwerp
1642,Antwerp
1643,Antwerp
1644,Antwerp
1645,Antwerp
1646,Antwerp
1647,Antwerp
1648,Antwerp
1649,Antwerp
1650,Antwerp
1651,Stockholm
1652,Stockholm
1653,Stockholm
1654,Stockholm
1655,Stockholm
1656,Stockholm
1657,Stockholm
1658,Stockholm
1659,Stockholm
1660,Stockholm
1661,Stockholm
1662,Stockholm
1663,Stockholm
1664,Stockholm
1665,Stockholm
1666,Stockholm
1667,Stockholm
1668,Malmö
1669,Malmö
1670,Malmö
1671,Malmö
1672,Malmö
1673,Malmö
1674,Malmö
1675,Malmö
1676,Malmö
1677,Malmö
1678,Malmö
1679,Malmö
1680,Malmö
1681,Malmö
1682,Malmö
1683,Malmö
1684,Malmö
1685,Gothenburg
1686,Gothenburg
1687,Gothenburg
1688,Gothenburg
1689,Gothenburg
1690,Gothenburg
1691,Gothenburg
1692,Gothenburg
1693,Gothenburg
1694,Gothenburg
1695,Gothenburg
1696,Gothenburg
1697,Gothenburg
1698,Gothenburg
1699,Gothenburg
1700,Gothenburg
1701,Gothenburg
1703,London (I)
1704,London (I)
1705,London (I)
1706,London (I)
1707,London (I)
1708,London (I)
1709,London (I)
1710,London (I)
1711,London (I)
1712,London (I)
1713,London (I)
1714,London (I)
1715,London (I)
1716,London (I)
1717,London (I)
1718,London (I)
1719,London (I)
1720,Manchester
1721,Manchester
1722,Manchester
1723,Manchester
1724,Manchester
1725,Manchester
1726,Manchester
1727,Manchester
1728,Manchester
1729,Manchester
1730,Manchester
1731,Manchester
1732,Manchester
1733,Manchester
1734,Manchester
1735,Manchester
1736,Manchester
1737,Liverpool
1738,Liverpool
1739,Liverpool
1740,Liverpool
1741,Liverpool
1742,Liverpool
1743,Liverpool
1744,Liverpool
1745,Liverpool
1746,Liverpool
1747,Liverpool
1748,Liverpool
1749,Liverpool
1750,Liverpool
1751,Liverpool
1752,Liverpool
1753,Liverpool
1754,Birmingham
1755,Birmingham
1756,Birmingham
1757,Birmingham
1758,Birmingham
1759,Birmingham
1760,Birmingham
1761,Birmingham
1762,Birmingham
1763,Birmingham
1764,Birmingham
1765,Birmingham
1766,Birmingham
1767,Birmingham
1768,Birmingham
1769,Birmingham
1770,Birmingham
1771,Leicester
1772,Leicester
1773,Leicester
1774,Leicester
1775,Leicester
1776,Leicester
1777,Leicester
1778,Leicester
1779,Leicester
1780,Leicester
1781,Leicester
1782,Leicester
1783,Leicester
1784,Leicester
1785,Leicester
1786,Leicester
1787,Leicester
1788,London (II)
1789,London (II)
1790,London (II)
1791,London (II)
1792,London (II)
1793,London (II)
1794,London (II)
1795,London (II)
1796,London (II)
1797,London (II)
1798,London (II)
1799,London (II)
1800,London (II)
1801,London (II)
1802,London (II)
1803,London (II)
1804,London (II)
1805,Warsaw (I)
1806,Warsaw (I)
1807,Warsaw (I)
1808,Warsaw (I)
1809,Warsaw (I)
1810,Warsaw (I)
1811,Warsaw (I)
1812,Warsaw (I)
1813,Warsaw (I)
1814,Warsaw (I)
1815,Warsaw (I)
1816,Warsaw (I)
1817,Warsaw (I)
1818,Warsaw (I)
1819,Warsaw (I)
1820,Warsaw (I)
1821,Warsaw (I)
1822,Warsaw (II)
1823,Warsaw (II)
1824,Warsaw (II)
1825,Warsaw (II)
1826,Warsaw (II)
1827,Warsaw (II)
1828,Warsaw (II)
1829,Warsaw (II)
1830,Warsaw (II)
1831,Warsaw (II)
1832,Warsaw (II)
1833,Warsaw (II)
1834,Warsaw (II)
1835,Warsaw (II)
1836,Warsaw (II)
1837,Warsaw (II)
1838,Warsaw (II)
1839,Poznan
1840,Poznan
1841,Poznan
1842,Poznan
1843,Poznan
1844,Poznan
1845,Poznan
1846,Poznan
1847,Poznan
1848,Poznan
1849,Poznan
1850,Poznan
1851,Poznan
1852,Poznan
1853,Poznan
1854,Poznan
1855,Poznan
1856,Krakow
1857,Krakow
1858,Krakow
1859,Krakow
1860,Krakow
1861,Krakow
1862,Krakow
1863,Krakow
1864,Krakow
1865,Krakow
1866,Krakow
1867,Krakow
1868,Krakow
1869,Krakow
1870,Krakow
1871,Krakow
1872,Krakow
1873,Amsterdam
1874,Amsterdam
1875,Amsterdam
1876,Amsterdam
1877,Amsterdam
1878,Amsterdam
1879,Amsterdam
1880,Amsterdam
1881,Amsterdam
1882,Amsterdam
1883,Amsterdam
1884,Amsterdam
1885,Amsterdam
1886,Amsterdam
1887,Amsterdam
1888,Amsterdam
1889,Amsterdam
1890,Den Haag
1891,Den Haag
1892,Den Haag
1893,Den Haag
1894,Den Haag
1895,Den Haag
1896,Den Haag
1897,Den Haag
1898,Den Haag
1899,Den Haag
1900,Den Haag
1901,Den Haag
1902,Den Haag
1903,Den Haag
1904,Den Haag
1905,Den Haag
1906,Den Haag
1907,Rotterdam
1908,Rotterdam
1909,Rotterdam
1910,Rotterdam
1911,Rotterdam
1912,Rotterdam
1913,Rotterdam
1914,Rotterdam
1915,Rotterdam
1916,Rotterdam
1917,Rotterdam
1918,Rotterdam
1919,Rotterdam
1920,Rotterdam
1921,Rotterdam
1922,Rotterdam
1923,Rotterdam
1924,Groningen
1925,Groningen
1926,Groningen
1927,Groningen
1928,Groningen
1929,Groningen
1930,Groningen
1931,Groningen
1932,Groningen
1933,Groningen
1934,Groningen
1935,Groningen
1936,Groningen
1937,Groningen
1938,Groningen
1939,Groningen
1940,Groningen
1941,Prague (I)
1942,Prague (I)
1943,Prague (I)
1944,Prague (I)
1945,Prague (I)
1946,Prague (I)
1947,Prague (I)
1948,Prague (I)
1949,Prague (I)
1950,Prague (I)
1951,Prague (I)
1952,Prague (I)
1953,Prague (I)
1954,Prague (I)
1955,Prague (I)
1956,Prague (I)
1957,Prague (I)
1958,Brno
1959,Brno
1960,Brno
1961,Brno
1962,Brno
1963,Brno
1964,Brno
1965,Brno
1966,Brno
1967,Brno
1968,Brno
1969,Brno
1970,Brno
1971,Brno
1972,Brno
1973,Brno
1974,Brno
1975,Ostrava
1976,Ostrava
1977,Ostrava
1978,Ostrava
1979,Ostrava
1980,Ostrava
1981,Ostrava
1982,Ostrava
1983,Ostrava
1984,Ostrava
1985,Ostrava
1986,Ostrava
1987,Ostrava
1988,Ostrava
1989,Ostrava
1990,Ostrava
1991,Ostrava
1992,Prague (II)
1993,Prague (II)
1994,Prague (II)
1995,Prague (II)
1996,Prague (II)
1997,Prague (II)
1998,Prague (II)
1999,Prague (II)
2000,Prague (II)
2001,Prague (II)
2002,Prague (II)
2003,Prague (II)
2004,Prague (II)
2005,Prague (II)
2006,Prague (II)
2007,Prague (II)
2008,Prague (II)
2009,Copenhagen (I)
2010,Copenhagen (I)
2011,Copenhagen (I)
2012,Copenhagen (I)
2013,Copenhagen (I)
2014,Copenhagen (I)
2015,Copenhagen (I)
2016,Copenhagen (I)
2017,Copenhagen (I)
2018,Copenhagen (I)
2019,Copenhagen (I)
2020,Copenhagen (I)
2021,Copenhagen (I)
2022,Copenhagen (I)
2023,Copenhagen (I)
2024,Copenhagen (I)
2025,Copenhagen (I)
2026,Copenhagen (II)
2027,Copenhagen (II)
2028,Copenhagen (II)
2029,Copenhagen (II)
2030,Copenhagen (II)
2031,Copenhagen (II)
2032,Copenhagen (II)
2033,Copenhagen (II)
2034,Copenhagen (II)
2035,Copenhagen (II)
2036,Copenhagen (II)
2037,Copenhagen (II)
2038,Copenhagen (II)
2039,Copenhagen (II)
2040,Copenhagen (II)
2041,Copenhagen (II)
2042,Copenhagen (II)
2043,Aalborg (I)
2044,Aalborg (I)
2045,Aalborg (I)
2046,Aalborg (I)
2047,Aalborg (I)
2048,Aalborg (I)
2049,Aalborg (I)
2050,Aalborg (I)
2051,Aalborg (I)
2052,Aalborg (I)
2053,Aalborg (I)
2054,Aalborg (I)
2055,Aalborg (I)
2056,Aalborg (I)
2057,Aalborg (I)
2058,Aalborg (I)
2059,Aalborg (I)
2060,Aalborg (II)
2061,Aalborg (II)
2062,Aalborg (II)
2063,Aalborg (II)
2064,Aalborg (II)
2065,Aalborg (II)
2066,Aalborg (II)
2067,Aalborg (II)
2068,Aalborg (II)
2069,Aalborg (II)
2070,Aalborg (II)
2071,Aalborg (II)
2072,Aalborg (II)
2073,Aalborg (II)
2074,Aalborg (II)
2075,Aalborg (II)
2076,Aalborg (II)
2077,Madrid (I)
2078,Madrid (I)
2079,Madrid (I)
2080,Madrid (I)
2081,Madrid (I)
2082,Madrid (I)
2083,Madrid (I)
2084,Madrid (I)
2085,Madrid (I)
2086,Madrid (I)
2087,Madrid (I)
2088,Madrid (I)
2089,Madrid (I)
2090,Madrid (I)
2091,Madrid (I)
2092,Madrid (I)
2093,Madrid (I)
2094,Madrid (II)
2095,Madrid (II)
2096,Madrid (II)
2097,Madrid (II)
2098,Madrid (II)
2099,Madrid (II)
2100,Madrid (II)
2101,Madrid (II)
2102,Madrid (II)
2103,Madrid (II)
2104,Madrid (II)
2105,Madrid (II)
2106,Madrid (II)
2107,Madrid (II)
2108,Madrid (II)
2109,Madrid (II)
2110,Madrid (II)
2111,Barcelona (I)
2112,Barcelona (I)
2113,Barcelona (I)
2114,Barcelona (I)
2115,Barcelona (I)
2116,Barcelona (I)
2117,Barcelona (I)
2118,Barcelona (I)
2119,Barcelona (I)
2120,Barcelona (I)
2121,Barcelona (I)
2122,Barcelona (I)
2123,Barcelona (I)
2124,Barcelona (I)
2125,Barcelona (I)
2126,Barcelona (I)
2127,Barcelona (I)
2128,Barcelona (II)
2129,Barcelona (II)
2130,Barcelona (II)
2131,Barcelona (II)
2132,Barcelona (II)
2133,Barcelona (II)
2134,Barcelona (II)
2135,Barcelona (II)
2136,Barcelona (II)
2137,Barcelona (II)
2138,Barcelona (II)
2139,Barcelona (II)
2140,Barcelona (II)
2141,Barcelona (II)
2142,Barcelona (II)
2143,Barcelona (II)
2144,Barcelona (II)
2145,Bilbao
2146,Bilbao
2147,Bilbao
2148,Bilbao
2149,Bilbao
2150,Bilbao
2151,Bilbao
2152,Bilbao
2153,Bilbao
2154,Bilbao
2155,Bilbao
2156,Bilbao
2157,Bilbao
2158,Bilbao
2159,Bilbao
2160,Bilbao
2161,Bilbao
2162,Rome (I)
2163,Rome (I)
2164,Rome (I)
2165,Rome (I)
2166,Rome (I)
2167,Rome (I)
2168,Rome (I)
2169,Rome (I)
2170,Rome (I)
2171,Rome (I)
2172,Rome (I)
2173,Rome (I)
2174,Rome (I)
2175,Rome (I)
2176,Rome (I)
2177,Rome (I)
2178,Rome (I)
2179,Rome (II)
2180,Rome (II)
2181,Rome (II)
2182,Rome (II)
2183,Rome (II)
2184,Rome (II)
2185,Rome (II)
2186,Rome (II)
2187,Rome (II)
2188,Rome (II)
2189,Rome (II)
2190,Rome (II)
2191,Rome (II)
2192,Rome (II)
2193,Rome (II)
2194,Rome (II)
2195,Rome (II)
2196,Milano
2197,Milano
2198,Milano
2199,Milano
2200,Milano
2201,Milano
2202,Milano
2203,Milano
2204,Milano
2205,Milano
2206,Milano
2207,Milano
2208,Milano
2209,Milano
2210,Milano
2211,Milano
2212,Milano
2213,Bologna
2214,Bologna
2215,Bologna
2216,Bologna
2217,Bologna
2218,Bologna
2219,Bologna
2220,Bologna
2221,Bologna
2222,Bologna
2223,Bologna
2224,Bologna
2225,Bologna
2226,Bologna
2227,Bologna
2228,Bologna
2229,Bologna
2230,Napoli
2231,Napoli
2232,Napoli
2233,Napoli
2234,Napoli
2235,Napoli
2236,Napoli
2237,Napoli
2238,Napoli
2239,Napoli
2240,Napoli
2241,Napoli
2242,Napoli
2243,Napoli
2244,Napoli
2245,Napoli
2246,Napoli
2247,Berlin (I)
2248,Berlin (I)
2249,Berlin (I)
2250,Berlin (I)
2251,Berlin (I)
2252,Berlin (I)
2253,Berlin (I)
2254,Berlin (I)
2255,Berlin (I)
2256,Berlin (I)
2257,Berlin (I)
2258,Berlin (I)
2259,Berlin (I)
2260,Berlin (I)
2261,Berlin (I)
2262,Berlin (I)
2263,Berlin (I)
2264,Berlin (II)
2265,Berlin (II)
2266,Berlin (II)
2267,Berlin (II)
2268,Berlin (II)
2269,Berlin (II)
2270,Berlin (II)
2271,Berlin (II)
2272,Berlin (II)
2273,Berlin (II)
2274,Berlin (II)
2275,Berlin (II)
2276,Berlin (II)
2277,Berlin (II)
2278,Berlin (II)
2279,Berlin (II)
2280,Berlin (II)
2281,Munich
2282,Munich
2283,Munich
2284,Munich
2285,Munich
2286,Munich
2287,Munich
2288,Munich
2289,Munich
2290,Munich
2291,Munich
2292,Munich
2293,Munich
2294,Munich
2295,Munich
2296,Munich
2297,Munich
2298,Hamburg
2299,Hamburg
2300,Hamburg
2301,Hamburg
2302,Hamburg
2303,Hamburg
2304,Hamburg
2305,Hamburg
2306,Hamburg
2307,Hamburg
2308,Hamburg
2309,Hamburg
2310,Hamburg
2311,Hamburg
2312,Hamburg
2313,Hamburg
2314,Hamburg
2315,Frankfurt
2316,Frankfurt
2317,Frankfurt
2318,Frankfurt
2319,Frankfurt
2320,Frankfurt
2321,Frankfurt
2322,Frankfurt
2323,Frankfurt
2324,Frankfurt
2325,Frankfurt
2326,Frankfurt
2327,Frankfurt
2328,Frankfurt
2329,Frankfurt
2330,Frankfurt
2331,Frankfurt
2332,Cologne
2333,Cologne
2334,Cologne
2335,Cologne
2336,Cologne
2337,Cologne
2338,Cologne
2339,Cologne
2340,Cologne
2341,Cologne
2342,Cologne
2343,Cologne
2344,Cologne
2345,Cologne
2346,Cologne
2347,Cologne
2348,Cologne
2349,Paris (I)
2350,Paris (I)
2351,Paris (I)
2352,Paris (I)
2353,Paris (I)
2354,Paris (I)
2355,Paris (I)
2356,Paris (I)
2357,Paris (I)
2358,Paris (I)
2359,Paris (I)
2360,Paris (I)
2361,Paris (I)
2362,Paris (I)
2363,Paris (I)
2364,Paris (I)
2365,Paris (I)
2366,Paris (II)
2367,Paris (II)
2368,Paris (II)
2369,Paris (II)
2370,Paris (II)
2371,Paris (II)
2372,Paris (II)
2373,Paris (II)
2374,Paris (II)
2375,Paris (II)
2376,Paris (II)
2377,Paris (II)
2378,Paris (II)
2379,Paris (II)
2380,Paris (II)
2381,Paris (II)
2382,Paris (II)
2383,Marseille
2384,Marseille
2385,Marseille
2386,Marseille
2387,Marseille
2388,Marseille
2389,Marseille
2390,Marseille
2391,Marseille
2392,Marseille
2393,Marseille
2394,Marseille
2395,Marseille
2396,Marseille
2397,Marseille
2398,Marseille
2399,Marseille
2400,Lyon
2401,Lyon
2402,Lyon
2403,Lyon
2404,Lyon
2405,Lyon
2406,Lyon
2407,Lyon
2408,Lyon
2409,Lyon
2410,Lyon
2411,Lyon
2412,Lyon
2413,Lyon
2414,Lyon
2415,Lyon
2416,Lyon
2417,Bordeaux
2418,Bordeaux
2419,Bordeaux
2420,Bordeaux
2421,Bordeaux
2422,Bordeaux
2423,Bordeaux
2424,Bordeaux
2425,Bordeaux
2426,Bordeaux
2427,Bordeaux
2428,Bordeaux
2429,Bordeaux
2430,Bordeaux
2431,Bordeaux
2432,Bordeaux
2433,Bordeaux
2434,Nantes
2435,Nantes
2436,Nantes
2437,Nantes
2438,Nantes
2439,Nantes
2440,Nantes
2441,Nantes
2442,Nantes
2443,Nantes
2444,Nantes
2445,Nantes
2446,Nantes
2447,Nantes
2448,Nantes
2449,Nantes
2450,Nantes
2451,Brussels (I)
2452,Brussels (I)
2453,Brussels (I)
2454,Brussels (I)
2455,Brussels (I)
2456,Brussels (I)
2457,Brussels (I)
2458,Brussels (I)
2459,Brussels (I)
2460,Brussels (I)
2461,Brussels (I)
2462,Brussels (I)
2463,Brussels (I)
2464,Brussels (I)
2465,Brussels (I)
2466,Brussels (I)
2467,Brussels (I)
2468,Brussels (II)
2469,Brussels (II)
2470,Brussels (II)
2471,Brussels (II)
2472,Brussels (II)
2473,Brussels (II)
2474,Brussels (II)
2475,Brussels (II)
2476,Brussels (II)
2477,Brussels (II)
2478,Brussels (II)
2479,Brussels (II)
2480,Brussels (II)
2481,Brussels (II)
2482,Brussels (II)
2483,Brussels (II)
2484,Brussels (II)
2485,Antwerp
2486,Antwerp
2487,Antwerp
2488,Antwerp
2489,Antwerp
2490,Antwerp
2491,Antwerp
2492,Antwerp
2493,Antwerp
2494,Antwerp
2495,Antwerp
2496,Antwerp
2497,Antwerp
2498,Antwerp
2499,Antwerp
2500,Antwerp
2501,Antwerp
2502,Stockholm
2503,Stockholm
2504,Stockholm
2505,Stockholm
2506,Stockholm
2507,Stockholm
2508,Stockholm
2509,Stockholm
2510,Stockholm
2511,Stockholm
2512,Stockholm
2513,Stockholm
2514,Stockholm
2515,Stockholm
2516,Stockholm
2517,Stockholm
2518,Stockholm
2519,Malmö
2520,Malmö
2521,Malmö
2522,Malmö
2523,Malmö
2524,Malmö
2525,Malmö
2526,Malmö
2527,Malmö
2528,Malmö
2529,Malmö
2530,Malmö
2531,Malmö
2532,Malmö
2533,Malmö
2534,Malmö
2535,Malmö
2536,Gothenburg
2537,Gothenburg
2538,Gothenburg
2539,Gothenburg
2540,Gothenburg
2541,Gothenburg
2542,Gothenburg
2543,Gothenburg
2544,Gothenburg
2545,Gothenburg
2546,Gothenburg
2547,Gothenburg
2548,Gothenburg
2549,Gothenburg
2550,Gothenburg
2551,Gothenburg
2552,Gothenburg
2554,London (I)
2555,London (I)
2556,London (I)
2557,London (I)
2558,London (I)
2559,London (I)
2560,London (I)
2561,London (I)
2562,London (I)
2563,London (I)
2564,London (I)
2565,London (I)
2566,London (I)
2567,London (I)
2568,London (I)
2569,London (I)
2570,London (I)
2571,Manchester
2572,Manchester
2573,Manchester
2574,Manchester
2575,Manchester
2576,Manchester
2577,Manchester
2578,Manchester
2579,Manchester
2580,Manchester
2581,Manchester
2582,Manchester
2583,Manchester
2584,Manchester
2585,Manchester
2586,Manchester
2587,Manchester
2588,Liverpool
2589,Liverpool
2590,Liverpool
2591,Liverpool
2592,Liverpool
2593,Liverpool
2594,Liverpool
2595,Liverpool
2596,Liverpool
2597,Liverpool
2598,Liverpool
2599,Liverpool
2600,Liverpool
2601,Liverpool
2602,Liverpool
2603,Liverpool
2604,Liverpool
2605,Birmingham
2606,Birmingham
2607,Birmingham
2608,Birmingham
2609,Birmingham
2610,Birmingham
2611,Birmingham
2612,Birmingham
2613,Birmingham
2614,Birmingham
2615,Birmingham
2616,Birmingham
2617,Birmingham
2618,Birmingham
2619,Birmingham
2620,Birmingham
2621,Birmingham
2622,Leicester
2623,Leicester
2624,Leicester
2625,Leicester
2626,Leicester
2627,Leicester
2628,Leicester
2629,Leicester
2630,Leicester
2631,Leicester
2632,Leicester
2633,Leicester
2634,Leicester
2635,Leicester
2636,Leicester
2637,Leicester
2638,Leicester
2639,London (II)
2640,London (II)
2641,London (II)
2642,London (II)
2643,London (II)
2644,London (II)
2645,London (II)
2646,London (II)
2647,London (II)
2648,London (II)
2649,London (II)
2650,London (II)
2651,London (II)
2652,London (II)
2653,London (II)
2654,London (II)
2655,London (II)
2656,Warsaw (I)
2657,Warsaw (I)
2658,Warsaw (I)
2659,Warsaw (I)
2660,Warsaw (I)
2661,Warsaw (I)
2662,Warsaw (I)
2663,Warsaw (I)
2664,Warsaw (I)
2665,Warsaw (I)
2666,Warsaw (I)
2667,Warsaw (I)
2668,Warsaw (I)
2669,Warsaw (I)
2670,Warsaw (I)
2671,Warsaw (I)
2672,Warsaw (I)
2673,Warsaw (II)
2674,Warsaw (II)
2675,Warsaw (II)
2676,Warsaw (II)
2677,Warsaw (II)
2678,Warsaw (II)
2679,Warsaw (II)
2680,Warsaw (II)
2681,Warsaw (II)
2682,Warsaw (II)
2683,Warsaw (II)
2684,Warsaw (II)
2685,Warsaw (II)
2686,Warsaw (II)
2687,Warsaw (II)
2688,Warsaw (II)
2689,Warsaw (II)
2690,Poznan
2691,Poznan
2692,Poznan
2693,Poznan
2694,Poznan
2695,Poznan
2696,Poznan
2697,Poznan
2698,Poznan
2699,Poznan
2700,Poznan
2701,Poznan
2702,Poznan
2703,Poznan
2704,Poznan
2705,Poznan
2706,Poznan
2707,Krakow
2708,Krakow
2709,Krakow
2710,Krakow
2711,Krakow
2712,Krakow
2713,Krakow
2714,Krakow
2715,Krakow
2716,Krakow
2717,Krakow
2718,Krakow
2719,Krakow
2720,Krakow
2721,Krakow
2722,Krakow
2723,Krakow
2724,Amsterdam
2725,Amsterdam
2726,Amsterdam
2727,Amsterdam
2728,Amsterdam
2729,Amsterdam
2730,Amsterdam
2731,Amsterdam
2732,Amsterdam
2733,Amsterdam
2734,Amsterdam
2735,Amsterdam
2736,Amsterdam
2737,Amsterdam
2738,Amsterdam
2739,Amsterdam
2740,Amsterdam
2741,Den Haag
2742,Den Haag
2743,Den Haag
2744,Den Haag
2745,Den Haag
2746,Den Haag
2747,Den Haag
2748,Den Haag
2749,Den Haag
2750,Den Haag
2751,Den Haag
2752,Den Haag
2753,Den Haag
2754,Den Haag
2755,Den Haag
2756,Den Haag
2757,Den Haag
2758,Rotterdam
2759,Rotterdam
2760,Rotterdam
2761,Rotterdam
2762,Rotterdam
2763,Rotterdam
2764,Rotterdam
2765,Rotterdam
2766,Rotterdam
2767,Rotterdam
2768,Rotterdam
2769,Rotterdam
2770,Rotterdam
2771,Rotterdam
2772,Rotterdam
2773,Rotterdam
2774,Rotterdam
2775,Groningen
2776,Groningen
2777,Groningen
2778,Groningen
2779,Groningen
2780,Groningen
2781,Groningen
2782,Groningen
2783,Groningen
2784,Groningen
2785,Groningen
2786,Groningen
2787,Groningen
2788,Groningen
2789,Groningen
2790,Groningen
2791,Groningen
2792,Prague (I)
2793,Prague (I)
2794,Prague (I)
2795,Prague (I)
2796,Prague (I)
2797,Prague (I)
2798,Prague (I)
2799,Prague (I)
2800,Prague (I)
2801,Prague (I)
2802,Prague (I)
2803,Prague (I)
2804,Prague (I)
2805,Prague (I)
2806,Prague (I)
2807,Prague (I)
2808,Prague (I)
2809,Brno
2810,Brno
2811,Brno
2812,Brno
2813,Brno
2814,Brno
2815,Brno
2816,Brno
2817,Brno
2818,Brno
2819,Brno
2820,Brno
2821,Brno
2822,Brno
2823,Brno
2824,Brno
2825,Brno
2826,Ostrava
2827,Ostrava
2828,Ostrava
2829,Ostrava
2830,Ostrava
2831,Ostrava
2832,Ostrava
2833,Ostrava
2834,Ostrava
2835,Ostrava
2836,Ostrava
2837,Ostrava
2838,Ostrava
2839,Ostrava
2840,Ostrava
2841,Ostrava
2842,Ostrava
2843,Prague (II)
2844,Prague (II)
2845,Prague (II)
2846,Prague (II)
2847,Prague (II)
2848,Prague (II)
2849,Prague (II)
2850,Prague (II)
2851,Prague (II)
2852,Prague (II)
2853,Prague (II)
2854,Prague (II)
2855,Prague (II)
2856,Prague (II)
2857,Prague (II)
2858,Prague (II)
2859,Prague (II)
2860,Copenhagen (I)
2861,Copenhagen (I)
2862,Copenhagen (I)
2863,Copenhagen (I)
2864,Copenhagen (I)
2865,Copenhagen (I)
2866,Copenhagen (I)
2867,Copenhagen (I)
2868,Copenhagen (I)
2869,Copenhagen (I)
2870,Copenhagen (I)
2871,Copenhagen (I)
2872,Copenhagen (I)
2873,Copenhagen (I)
2874,Copenhagen (I)
2875,Copenhagen (I)
2876,Copenhagen (I)
2877,Copenhagen (II)
2878,Copenhagen (II)
2879,Copenhagen (II)
2880,Copenhagen (II)
2881,Copenhagen (II)
2882,Copenhagen (II)
2883,Copenhagen (II)
2884,Copenhagen (II)
2885,Copenhagen (II)
2886,Copenhagen (II)
2887,Copenhagen (II)
2888,Copenhagen (II)
2889,Copenhagen (II)
2890,Copenhagen (II)
2891,Copenhagen (II)
2892,Copenhagen (II)
2893,Copenhagen (II)
2894,Aalborg (I)
2895,Aalborg (I)
2896,Aalborg (I)
2897,Aalborg (I)
2898,Aalborg (I)
2899,Aalborg (I)
2900,Aalborg (I)
2901,Aalborg (I)
2902,Aalborg (I)
2903,Aalborg (I)
2904,Aalborg (I)
2905,Aalborg (I)
2906,Aalborg (I)
2907,Aalborg (I)
2908,Aalborg (I)
2909,Aalborg (I)
2910,Aalborg (I)
2911,Aalborg (II)
2912,Aalborg (II)
2913,Aalborg (II)
2914,Aalborg (II)
2915,Aalborg (II)
2916,Aalborg (II)
2917,Aalborg (II)
2918,Aalborg (II)
2919,Aalborg (II)
2920,Aalborg (II)
2921,Aalborg (II)
2922,Aalborg (II)
2923,Aalborg (II)
2924,Aalborg (II)
2925,Aalborg (II)
2926,Aalborg (II)
2927,Aalborg (II)
2928,Madrid (I)
2929,Madrid (I)
2930,Madrid (I)
2931,Madrid (I)
2932,Madrid (I)
2933,Madrid (I)
2934,Madrid (I)
2935,Madrid (I)
2936,Madrid (I)
2937,Madrid (I)
2938,Madrid (I)
2939,Madrid (I)
2940,Madrid (I)
2941,Madrid (I)
2942,Madrid (I)
2943,Madrid (I)
2944,Madrid (I)
2945,Madrid (II)
2946,Madrid (II)
2947,Madrid (II)
2948,Madrid (II)
2949,Madrid (II)
2950,Madrid (II)
2951,Madrid (II)
2952,Madrid (II)
2953,Madrid (II)
2954,Madrid (II)
2955,Madrid (II)
2956,Madrid (II)
2957,Madrid (II)
2958,Madrid (II)
2959,Madrid (II)
2960,Madrid (II)
2961,Madrid (II)
2962,Barcelona (I)
2963,Barcelona (I)
2964,Barcelona (I)
2965,Barcelona (I)
2966,Barcelona (I)
2967,Barcelona (I)
2968,Barcelona (I)
2969,Barcelona (I)
2970,Barcelona (I)
2971,Barcelona (I)
2972,Barcelona (I)
2973,Barcelona (I)
2974,Barcelona (I)
2975,Barcelona (I)
2976,Barcelona (I)
2977,Barcelona (I)
2978,Barcelona (I)
2979,Barcelona (II)
2980,Barcelona (II)
2981,Barcelona (II)
2982,Barcelona (II)
2983,Barcelona (II)
2984,Barcelona (II)
2985,Barcelona (II)
2986,Barcelona (II)
2987,Barcelona (II)
2988,Barcelona (II)
2989,Barcelona (II)
2990,Barcelona (II)
2991,Barcelona (II)
2992,Barcelona (II)
2993,Barcelona (II)
2994,Barcelona (II)
2995,Barcelona (II)
2996,Bilbao
2997,Bilbao
2998,Bilbao
2999,Bilbao
3000,Bilbao
3001,Bilbao
3002,Bilbao
3003,Bilbao
3004,Bilbao
3005,Bilbao
3006,Bilbao
3007,Bilbao
3008,Bilbao
3009,Bilbao
3010,Bilbao
3011,Bilbao
